8406;;316642;1979;18-09-1998
8407;Alm. Salg;2895000;19828;28-02-2015
8408;Alm. Salg;1200000;13953;11-11-2010
8409;Alm. Salg;1176000;7350;27-06-2004
8410;Alm. Salg;273600;1321;13-06-2001
8411;Alm. Salg;426600;5332;30-12-1994
8412;Alm. Salg;980000;7000;24-02-2004
8413;Alm. Salg;1500000;14705;01-04-2015
8414;Alm. Salg;2050000;13576;20-03-2015
8415;Alm. Salg;1100994;6476;01-10-1999
8416;Alm. Salg;1100000;10000;01-06-2006
8417;Fam. Salg;977500;9221;29-01-2009
8418;Alm. Salg;500000;7936;01-07-2014
8419;Alm. Salg;2550000;18345;18-06-2009
8420;Alm. Salg;35000;777;02-03-1998
8421;Alm. Salg;1025000;11781;09-06-2010
8422;Alm. Salg;1230000;10250;18-09-2005
8423;Alm. Salg;2650000;18027;09-03-2007
8424;Alm. Salg;1160267;8531;21-04-1998
8425;Alm. Salg;750000;11538;27-02-2011
8426;Alm. Salg;1228887;6942;09-12-2009
8427;Alm. Salg;2180000;13456;19-06-2007
8428;Fam. Salg;765000;9107;12-07-2008
8429;Alm. Salg;395000;8586;28-04-2000
8430;Alm. Salg;500000;5154;13-09-2010
8431;Alm. Salg;1177292;9418;11-09-1998
8432;Alm. Salg;951770;7378;31-08-1994
8433;Fam. Salg;1600000;12213;11-10-2013
8434;Alm. Salg;1340000;12293;16-06-2015
8435;Fam. Salg;166500;1460;05-01-2003
8436;Alm. Salg;298000;3820;14-03-2002
8437;Alm. Salg;775000;11231;28-06-2010
8438;Alm. Salg;435000;7372;15-02-2002
8439;Alm. Salg;1570000;11214;10-10-2013
8440;Alm. Salg;1654000;8940;29-04-2002
8441;Alm. Salg;538000;3493;05-09-1995
8442;Alm. Salg;1500000;18987;27-08-2005
8443;Alm. Salg;1150000;8518;28-07-1999
8444;Alm. Salg;1395000;10984;14-03-2008
8445;Alm. Salg;1395000;15674;12-04-2013
8446;Alm. Salg;974000;6717;27-05-1999
8447;Alm. Salg;864000;14644;09-12-2009
8448;Alm. Salg;1950000;10833;06-07-2005
8449;Alm. Salg;738000;0;19-10-1999
8450;Alm. Salg;720000;0;13-07-1992
8451;Fam. Salg;272000;2640;03-10-1994
8452;Fam. Salg;646000;9228;17-12-2007
8453;Alm. Salg;2495000;18759;23-04-2006
8454;Alm. Salg;1670000;9881;10-04-2008
8455;Alm. Salg;535000;7985;31-01-2001
8456;Alm. Salg;595000;5360;22-04-1994
8457;Alm. Salg;1795000;12640;03-10-2007
8458;Alm. Salg;389000;0;22-10-1996
8459;Alm. Salg;1550000;9687;20-08-2006
8460;Alm. Salg;925000;15677;07-02-2014
8461;Alm. Salg;1600000;10256;29-08-2014
8462;Alm. Salg;2148000;12785;09-08-2005
8463;Alm. Salg;1040000;17333;12-02-2008
8464;Alm. Salg;1600000;14159;17-11-2014
8465;Alm. Salg;750000;5769;10-04-2012
8466;Alm. Salg;635000;12450;29-01-2010
8467;Alm. Salg;310000;2924;30-08-2002
8468;Alm. Salg;166836;667;15-11-1995
8469;Alm. Salg;875000;14112;08-04-2009
8470;Alm. Salg;407000;1785;21-12-2001
8471;Fam. Salg;359000;5983;19-05-2005
8472;Fam. Salg;447500;5593;20-04-2010
8473;Alm. Salg;1200000;9230;04-11-2010
8474;Fam. Salg;478000;6828;18-03-2011
8475;Alm. Salg;3700000;35238;21-12-2007
8476;Alm. Salg;340000;2111;07-07-2000
8477;Alm. Salg;800000;0;29-06-2000
8478;Alm. Salg;422180;6495;05-08-1997
8479;Alm. Salg;900000;6250;01-02-1999
8480;Alm. Salg;1845000;10603;03-09-2009
8481;Alm. Salg;380000;3454;28-06-1998
8482;Alm. Salg;1150000;12234;20-01-2010
8483;Alm. Salg;725000;8630;20-02-2006
8484;Alm. Salg;180000;0;12-06-1996
8485;Alm. Salg;310000;2000;19-01-1999
8486;Alm. Salg;479694;3689;26-02-2005
8487;Alm. Salg;1485000;12478;13-11-1998
8488;Alm. Salg;2510000;20916;24-03-2014
8489;Alm. Salg;922500;0;30-10-2007
8490;Alm. Salg;2000000;13986;24-09-2012
8491;Alm. Salg;219345;2848;12-03-2002
8492;Alm. Salg;360000;2975;31-05-2001
8493;Alm. Salg;925000;6335;04-07-2014
8494;Alm. Salg;1470000;14271;14-05-2009
8495;Alm. Salg;1610000;9415;18-12-2002
8496;Alm. Salg;2140000;15395;06-04-2015
8497;Alm. Salg;2195000;15457;12-09-2010
8498;Alm. Salg;562528;0;19-05-1993
8499;Alm. Salg;2395000;11682;28-06-2006
8500;Alm. Salg;503450;2927;26-09-1995
8501;Alm. Salg;800000;8000;08-08-2001
8502;Alm. Salg;1100000;12500;30-09-2014
8503;Alm. Salg;65390;406;08-09-2002
8504;Alm. Salg;600000;8571;15-08-2014
8505;Alm. Salg;500000;11111;22-07-2014
8506;Alm. Salg;1595000;10357;06-11-2014
8507;Alm. Salg;1475000;8885;24-06-2005
8508;Alm. Salg;1021700;6721;25-11-2005
8509;Alm. Salg;1760000;15438;03-09-2010
8510;Alm. Salg;2095000;17458;10-12-2014
8511;Alm. Salg;345000;4011;25-01-1995
8512;Alm. Salg;600000;4411;15-05-1992
8513;Alm. Salg;1617000;15400;22-06-2006
8514;Alm. Salg;855000;7066;29-01-2015
8515;Alm. Salg;950000;0;30-11-1999
8516;Alm. Salg;400000;5714;15-01-2013
8517;Fam. Salg;808000;6362;03-12-2004
8518;Alm. Salg;550000;7746;28-10-2010
8519;Alm. Salg;1935000;9772;25-04-2014
8520;Alm. Salg;1875000;13297;23-10-2010
8521;Alm. Salg;2050000;13666;06-08-2013
8522;Alm. Salg;2285000;13848;16-11-2008
8523;Alm. Salg;1600000;16161;25-11-2011
8524;Alm. Salg;1600000;13913;31-05-2006
8525;Alm. Salg;932000;8876;13-11-1997
8526;Alm. Salg;991610;7869;31-07-1995
8527;Alm. Salg;1080000;12705;23-10-2008
8528;Alm. Salg;535000;4953;18-02-2004
8529;Fam. Salg;231169;5376;20-10-1997
8530;Alm. Salg;575000;6845;18-12-1996
8531;Alm. Salg;45000000;459183;12-09-2003
8532;;530000;4818;19-02-2013
8533;Alm. Salg;1395000;9893;22-05-2006
8534;Alm. Salg;750000;12096;15-03-2010
8535;Alm. Salg;1400000;8536;28-09-1999
8536;Alm. Salg;380000;6229;01-11-2013
8537;Alm. Salg;675000;7848;16-02-2010
8538;Alm. Salg;940000;7580;29-04-2005
8539;Alm. Salg;1464000;11348;22-09-2005
8540;Alm. Salg;493170;1957;19-11-1999
8541;Fam. Salg;476000;7677;31-10-2007
8542;Alm. Salg;950000;4922;10-06-2004
8543;Alm. Salg;350000;0;16-04-2005
8544;Alm. Salg;525000;13125;31-03-2005
8545;Alm. Salg;1600000;9356;21-05-1996
8546;Alm. Salg;78400;784;14-05-1993
8547;Alm. Salg;1725000;12321;06-02-2009
8548;Alm. Salg;1560000;7323;18-03-2005
8549;Alm. Salg;1239530;8607;11-05-1998
8550;Alm. Salg;368000;3228;23-05-2000
8551;Alm. Salg;1475000;18209;09-12-2012
8552;Alm. Salg;1162147;6836;17-09-1998
8553;Alm. Salg;1650000;10312;27-07-2008
8554;Alm. Salg;1520000;11515;22-09-2007
8555;Alm. Salg;1125000;8720;25-10-2002
8556;Alm. Salg;1305000;8585;06-11-2002
8557;Alm. Salg;1100000;15714;02-05-2013
8558;Alm. Salg;1665000;20555;20-03-2015
8559;Alm. Salg;910000;10581;23-09-2013
8560;Alm. Salg;1040000;18245;29-05-2015
8561;Alm. Salg;2100000;8823;05-02-2002
8562;Fam. Salg;387477;2549;06-09-2002
8563;Alm. Salg;845000;7971;22-06-2004
8564;Alm. Salg;1185000;13941;23-03-2014
8565;Alm. Salg;1967000;10035;14-09-2006
8566;Alm. Salg;1225000;16118;05-07-2007
8567;Alm. Salg;1370000;15222;30-09-2014
8568;Alm. Salg;2950000;24583;27-10-2009
8569;Alm. Salg;1525000;14523;08-03-2011
8570;Alm. Salg;604664;3455;04-07-2003
8571;Alm. Salg;780000;8387;27-08-2015
8572;Alm. Salg;2880000;24615;14-04-2015
8573;Alm. Salg;410000;8541;31-05-2004
8574;Alm. Salg;900000;5027;01-03-1999
8575;Alm. Salg;380000;8260;10-06-2009
8576;Alm. Salg;900000;10227;28-01-2013
8577;Alm. Salg;1225000;6767;10-02-2000
8578;Alm. Salg;570000;5181;05-03-1995
8579;Alm. Salg;343160;5279;25-02-1994
8580;Alm. Salg;1000000;20408;08-01-2014
8581;Alm. Salg;1650000;10443;20-02-2006
8582;Alm. Salg;1555000;16902;05-01-2011
8583;Alm. Salg;575000;10648;25-05-2010
8584;Alm. Salg;775000;8333;18-03-2001
8585;Alm. Salg;1650000;7894;04-12-2014
8586;Alm. Salg;540439;4541;06-02-2002
8587;Alm. Salg;940000;7286;26-02-2003
8588;Alm. Salg;1450000;12083;30-08-2009
8589;Fam. Salg;520000;3939;26-09-1997
8590;Fam. Salg;238837;1531;09-06-1994
8591;Alm. Salg;870000;10875;16-12-2009
8592;Alm. Salg;1860000;15000;08-07-2015
8593;Alm. Salg;1845000;16772;03-04-2012
8594;Alm. Salg;915000;6100;23-10-2006
8595;Alm. Salg;925000;12171;24-06-2003
8596;Alm. Salg;1595000;14369;28-03-2008
8597;Alm. Salg;1160099;5249;26-08-1998
8598;Alm. Salg;450000;5172;15-09-1995
8599;Alm. Salg;1725000;11500;14-02-2008
8600;Alm. Salg;1245000;17535;21-09-2015
8601;Alm. Salg;525000;10500;11-08-2010
8602;Alm. Salg;1890000;11117;22-09-2010
8603;Alm. Salg;698000;7505;02-04-1996
8604;Alm. Salg;1140000;5876;28-02-2012
8605;Alm. Salg;1120000;7943;05-07-2011
8606;;525000;4069;08-07-2003
8607;Alm. Salg;1925000;12419;07-06-2005
8608;Alm. Salg;680000;3736;11-09-2001
8609;Alm. Salg;1195000;15126;24-06-2013
8610;Alm. Salg;185000;2720;22-05-2000
8611;Alm. Salg;327814;4683;06-04-1999
8612;Alm. Salg;2100000;20588;26-08-2014
8613;Alm. Salg;1425000;11046;28-10-2005
8614;Alm. Salg;949476;8185;16-01-1999
8615;Alm. Salg;1350000;7258;05-02-2001
8616;Alm. Salg;1010000;17118;10-11-2009
8617;Alm. Salg;630000;3795;13-10-2000
8618;Alm. Salg;440000;3410;25-01-1992
8619;Alm. Salg;156836;1081;01-12-1995
8620;Alm. Salg;1850000;23717;18-01-2008
8621;Alm. Salg;1185000;0;16-11-2000
8622;Alm. Salg;680000;0;10-03-2006
8623;Alm. Salg;1900000;9500;10-04-2013
8624;Alm. Salg;1745000;15307;16-04-2015
8625;Alm. Salg;1525000;11914;22-03-2007
8626;Alm. Salg;795000;6570;21-04-2003
8627;;621300;8875;06-10-2011
8628;Fam. Salg;50000;0;17-10-1993
8629;Alm. Salg;810000;5259;12-03-2003
8630;Alm. Salg;325000;3693;18-12-1996
8631;Alm. Salg;908000;5896;24-06-2003
8632;Alm. Salg;1025000;11388;17-02-2014
8633;Alm. Salg;1700000;11805;12-12-2008
8634;Alm. Salg;550000;5789;02-02-1995
8635;Alm. Salg;225000;982;13-04-1997
8636;Alm. Salg;845000;9825;23-04-2010
8637;Alm. Salg;868000;10457;27-09-2013
8638;Alm. Salg;2300000;14197;18-12-2013
8639;Alm. Salg;690000;7582;05-05-2003
8640;Alm. Salg;575000;2521;14-08-2001
8641;Alm. Salg;365000;5069;10-05-2012
8642;;538000;4236;08-10-2003
8643;Alm. Salg;751000;5646;12-05-2011
8644;Alm. Salg;1660000;17291;02-04-2013
8645;Alm. Salg;640000;4923;18-02-1992
8646;Alm. Salg;1200000;6818;01-10-1998
8647;Alm. Salg;530000;6543;04-09-2010
8648;Alm. Salg;495000;5625;11-10-2004
8649;;67000;0;31-01-1994
8650;Alm. Salg;1037000;16203;26-11-2007
8651;Alm. Salg;1425000;8482;10-06-2010
8652;Alm. Salg;1000000;5434;28-02-2007
8653;Alm. Salg;501000;2752;26-07-1997
8654;Alm. Salg;940000;3821;18-03-1992
8655;Alm. Salg;875000;8177;20-05-2005
8656;Alm. Salg;900000;15254;05-06-2006
8657;Alm. Salg;250000;5555;15-06-2002
8658;Alm. Salg;1445000;7014;08-07-2005
8659;Alm. Salg;850000;11805;21-07-1997
8660;Alm. Salg;1415000;9758;27-07-2005
8661;Alm. Salg;974000;6243;27-08-1996
8662;Alm. Salg;1175000;8703;09-07-2003
8663;Alm. Salg;3380000;29391;26-02-2002
8664;Alm. Salg;2800000;13793;05-09-2014
8665;Alm. Salg;674000;10059;09-01-2011
8666;Alm. Salg;1900000;27536;08-06-2015
8667;Alm. Salg;2430000;11911;22-11-2012
8668;Alm. Salg;1498000;8230;30-09-2004
8669;Alm. Salg;1250000;12500;17-06-2009
8670;Fam. Salg;892500;11442;27-11-2008
8671;Alm. Salg;785000;12265;25-09-2012
8672;Alm. Salg;780000;8666;15-04-1994
8673;Alm. Salg;2005000;16040;16-10-2009
8674;Alm. Salg;619120;4269;06-12-1994
8675;Alm. Salg;1095000;11173;26-08-2005
8676;Alm. Salg;864000;7140;05-06-1994
8677;Alm. Salg;1100000;11458;15-03-1998
8678;Alm. Salg;550000;5670;23-05-2006
8679;Alm. Salg;900000;5555;08-07-1996
8680;Alm. Salg;399000;6333;27-05-2002
8681;Alm. Salg;396000;3046;10-01-1992
8682;Alm. Salg;150000;0;08-07-1992
8683;Alm. Salg;933000;8113;19-04-2006
8684;Alm. Salg;982696;5955;11-12-2014
8685;Alm. Salg;1425000;7744;22-09-2010
8686;Alm. Salg;1250000;10775;30-01-2009
8687;Alm. Salg;514420;2707;27-01-1995
8688;Alm. Salg;1375000;9353;14-09-2005
8689;Alm. Salg;1625000;15476;12-04-2011
8690;Alm. Salg;1900000;16521;11-11-2009
8691;Alm. Salg;2500000;12315;01-03-2001
8692;Alm. Salg;410794;6418;02-07-2002
8693;Alm. Salg;1059000;8273;27-09-2007
8694;Alm. Salg;1810000;12312;30-08-2009
8695;Alm. Salg;170000;2833;04-06-1993
8696;Alm. Salg;752315;10448;29-08-2000
8697;Alm. Salg;962400;8296;01-03-1996
8698;Alm. Salg;715000;13240;22-08-2006
8699;Alm. Salg;270000;6923;06-12-1999
8700;Alm. Salg;730365;3651;17-06-2013
8701;Alm. Salg;475000;5792;15-06-2005
8702;Alm. Salg;400000;4545;18-06-2006
8703;Alm. Salg;575000;7012;23-10-2013
8704;Alm. Salg;875000;0;19-02-2004
8705;Alm. Salg;464500;5596;17-06-1992
8706;Fam. Salg;640000;5565;10-12-2009
8707;Alm. Salg;2400000;15483;27-03-2015
8708;Alm. Salg;879211;5393;18-08-1997
8709;Alm. Salg;725000;9062;06-11-2002
8710;Alm. Salg;1860000;13285;05-11-2010
8711;Alm. Salg;1425000;17168;05-05-2015
8712;Alm. Salg;650000;12500;10-03-2012
8713;Alm. Salg;36000;367;02-10-2002
8714;Alm. Salg;112500;1500;27-10-1994
8715;Alm. Salg;1686132;11092;07-06-2006
8716;Alm. Salg;2530000;15714;14-06-2012
8717;Alm. Salg;645535;3452;17-04-1996
8718;Alm. Salg;595000;5312;11-01-2005
8719;Alm. Salg;1550000;16145;12-12-2006
8720;Alm. Salg;300000;1621;17-06-1998
8721;Alm. Salg;775000;8157;15-08-2003
8722;Alm. Salg;1210000;13444;11-12-2014
8723;Alm. Salg;657500;8538;08-06-2006
8724;Alm. Salg;400000;0;27-06-2005
8725;Alm. Salg;575000;6609;25-04-1996
8726;Alm. Salg;275240;4828;15-02-1995
8727;Alm. Salg;1380000;0;22-04-2007
8728;Alm. Salg;1330000;18732;20-03-2015
8729;Alm. Salg;795000;4649;30-12-1994
8730;Alm. Salg;848000;8926;08-02-1999
8731;Alm. Salg;1725000;10648;22-01-1999
8732;Alm. Salg;1815000;17970;07-05-2007
8733;Alm. Salg;1585000;9161;08-03-2010
8734;Alm. Salg;2039822;9356;06-03-2000
8735;Alm. Salg;600000;10714;11-02-2008
8736;Alm. Salg;1850000;11280;14-01-2014
8737;Alm. Salg;1085840;6786;08-07-1998
8738;Alm. Salg;170000;1478;29-05-2005
8739;Alm. Salg;365000;0;19-03-1995
8740;Alm. Salg;815000;0;08-07-2002
8741;Alm. Salg;1514000;11557;11-11-1997
8742;Fam. Salg;850000;6115;27-06-2005
8743;Alm. Salg;2100000;18584;31-05-2013
8744;Alm. Salg;1175000;8576;18-01-1999
8745;Alm. Salg;899375;0;18-10-2000
8746;Alm. Salg;1102000;8816;13-06-2008
8747;Fam. Salg;238000;4175;11-12-1996
8748;Alm. Salg;1000000;11627;11-02-2008
8749;Alm. Salg;2800000;13861;07-08-2009
8750;Alm. Salg;500000;4950;29-06-2013
8751;Alm. Salg;400000;5714;24-02-2015
8752;Alm. Salg;484747;5702;03-03-1998
8753;Fam. Salg;550080;4400;09-05-2012
8754;Fam. Salg;416500;0;01-11-1994
8755;Alm. Salg;1760000;13037;01-08-2014
8756;Alm. Salg;772481;0;23-06-1995
8757;Alm. Salg;2195000;10552;07-07-2011
8758;Alm. Salg;2000000;8695;27-05-1997
8759;Alm. Salg;1335000;12247;27-11-2013
8760;Alm. Salg;345000;6272;06-08-2003
8761;Alm. Salg;260000;3291;04-09-1996
8762;Alm. Salg;675000;8653;20-08-2014
8763;Alm. Salg;2425000;14181;11-06-2006
8764;Alm. Salg;488000;5247;18-05-2004
8765;Alm. Salg;2350000;13055;07-12-2014
8766;Alm. Salg;2690000;20534;23-09-2010
8767;Alm. Salg;1140000;7125;06-10-2011
8768;Alm. Salg;315614;2843;22-12-2012
8769;Alm. Salg;1260000;13125;11-02-2014
8770;Alm. Salg;225000;0;13-11-1995
8771;Alm. Salg;1325000;12990;06-05-2013
8772;Alm. Salg;1450000;9863;24-09-2008
8773;Alm. Salg;555000;8951;30-03-2010
8774;Alm. Salg;1760000;11069;24-08-2012
8775;Alm. Salg;167816;3570;21-10-1998
8776;;650000;3823;29-01-2007
8777;;2095000;14349;20-07-2009
8778;Alm. Salg;1200000;9836;10-10-2013
8779;Alm. Salg;1459113;8385;12-03-2001
8780;Alm. Salg;1930000;14961;19-08-2014
8781;Alm. Salg;230000;5897;29-05-1992
8782;Alm. Salg;1595000;10924;23-03-2005
8783;Alm. Salg;1725000;13800;29-04-2013
8784;Alm. Salg;1298000;16430;29-01-2015
8785;Alm. Salg;700000;0;19-09-2011
8786;Alm. Salg;840000;15849;18-10-2013
8787;Alm. Salg;1770000;19450;25-10-2013
8788;Alm. Salg;1450000;10661;16-12-2013
8789;Alm. Salg;1255000;0;26-07-1994
8790;;750000;6250;07-06-2012
8791;Alm. Salg;2125000;21464;04-02-2008
8792;Alm. Salg;1244000;8885;24-06-1997
8793;Alm. Salg;1925000;11458;01-10-2012
8794;Fam. Salg;1030000;10957;30-05-2012
8795;Alm. Salg;525000;0;05-05-2006
8796;Alm. Salg;1200000;12765;27-06-2011
8797;Fam. Salg;2000000;12500;11-10-2014
8798;Alm. Salg;800000;4102;17-06-1993
8799;Alm. Salg;1325000;12619;18-03-2001
8800;Alm. Salg;835000;10986;31-01-2012
8801;Alm. Salg;1479000;10200;27-08-1997
8802;Alm. Salg;1650000;12890;21-06-2011
8803;Alm. Salg;2300000;15862;03-03-2008
8804;Alm. Salg;975000;11470;09-09-2013
8805;Alm. Salg;1995000;10611;23-06-2007
8806;Alm. Salg;1295000;14230;11-03-2011
8807;Alm. Salg;309500;2242;27-01-1999
8808;Alm. Salg;300000;1621;17-06-1998
8809;Alm. Salg;805000;15188;28-08-2013
8810;Alm. Salg;1695000;8921;12-10-2005
8811;Alm. Salg;820000;11388;13-01-1995
8812;Alm. Salg;939000;7335;28-05-1997
8813;Alm. Salg;340000;2179;06-04-1999
8814;Alm. Salg;1060000;12926;14-05-2007
8815;Alm. Salg;750000;3112;14-01-1996
8816;Alm. Salg;1316000;13708;12-10-2007
8817;Alm. Salg;500000;7142;04-10-2012
8818;Alm. Salg;600000;6818;12-02-2001
8819;Alm. Salg;812680;7005;20-11-1997
8820;Alm. Salg;2950000;15691;05-12-2006
8821;Alm. Salg;668300;7508;26-03-2007
8822;Alm. Salg;945000;13309;02-08-2012
8823;Alm. Salg;71130;683;31-03-1992
8824;Alm. Salg;660000;4520;21-01-2013
8825;Alm. Salg;691000;0;16-10-1997
8826;Alm. Salg;1575000;12115;25-03-2008
8827;Alm. Salg;1450000;10000;23-12-2005
8828;Alm. Salg;799000;10243;10-09-2014
8829;Alm. Salg;3248000;13589;22-08-2007
8830;Alm. Salg;1673000;11781;28-07-2006
8831;Alm. Salg;1000000;18518;03-10-2008
8832;Alm. Salg;1110525;4459;24-08-2002
8833;Alm. Salg;1249350;8923;09-06-2000
8834;Alm. Salg;2800000;15819;30-04-2015
8835;Alm. Salg;1069000;14253;23-03-2008
8836;Alm. Salg;1500000;25000;30-06-2008
8837;Alm. Salg;300000;5357;10-08-2002
8838;Alm. Salg;1250000;16447;28-08-2013
8839;Alm. Salg;1000000;7575;26-02-2003
8840;Alm. Salg;2520000;14823;05-12-2011
8841;Alm. Salg;1600000;9756;20-02-2009
8842;Alm. Salg;225000;0;09-09-1999
8843;Alm. Salg;1085000;9774;16-10-2008
8844;Alm. Salg;735000;8546;12-12-2011
8845;Alm. Salg;960000;14769;27-08-2014
8846;Alm. Salg;2140000;12159;05-11-2013
8847;Alm. Salg;1099000;12076;20-04-2011
8848;Fam. Salg;700000;8750;01-07-2015
8849;Alm. Salg;350000;3684;04-08-2014
8850;Alm. Salg;300000;2654;18-12-2013
8851;Alm. Salg;1025000;8007;14-08-2000
8852;Alm. Salg;1800000;11764;29-04-2015
8853;Alm. Salg;275000;11458;31-01-2007
8854;Alm. Salg;1765000;11031;16-05-2015
8855;Alm. Salg;1875000;16025;15-07-2005
8856;Alm. Salg;182939;1122;01-09-1999
8857;Fam. Salg;1062500;5339;29-10-2012
8858;Alm. Salg;1420000;8554;19-03-1998
8859;Alm. Salg;995000;9567;27-04-2003
8860;Alm. Salg;647000;5303;21-10-1993
8861;Alm. Salg;193480;1224;26-07-1999
8862;Alm. Salg;851500;6170;10-07-2000
8863;Fam. Salg;600000;6451;25-04-2003
8864;Alm. Salg;505000;5872;30-09-2002
8865;Alm. Salg;1050000;17796;19-05-2008
8866;Alm. Salg;1960000;0;10-12-2004
8867;Alm. Salg;407000;0;03-03-1994
8868;Alm. Salg;4345000;19572;15-10-2013
8869;Alm. Salg;610000;6224;15-09-2004
8870;Alm. Salg;2550000;13783;14-05-2007
8871;Alm. Salg;1850000;16086;16-08-2013
8872;Alm. Salg;200000;1652;02-09-2013
8873;Alm. Salg;784460;6704;02-05-1997
8874;;344527;3515;21-10-2002
8875;Alm. Salg;1333333;17316;29-01-2010
8876;Alm. Salg;1150000;6725;29-06-1999
8877;Alm. Salg;1585000;10292;01-03-2005
8878;Alm. Salg;620000;11923;16-06-2014
8879;Alm. Salg;540000;8059;30-01-2010
8880;Fam. Salg;60350;2514;17-05-1999
8881;Alm. Salg;2365000;10106;10-07-2007
8882;Alm. Salg;975000;7386;06-05-2003
8883;Alm. Salg;1000362;7815;05-01-2001
8884;Alm. Salg;1995000;5902;18-06-1998
8885;Alm. Salg;860000;0;02-05-2005
8886;Alm. Salg;700000;9090;15-04-2011
8887;Alm. Salg;360740;2487;11-08-1998
8888;Alm. Salg;1245000;11216;25-04-2003
8889;Alm. Salg;945000;7159;07-09-2003
8890;;756000;4846;26-07-2008
8891;Alm. Salg;825000;8168;01-02-2000
8892;Alm. Salg;1098000;10980;11-10-2009
8893;Alm. Salg;38000;457;12-04-2000
8894;Alm. Salg;1017669;9086;22-05-2000
8895;Alm. Salg;555000;5781;10-05-2004
8896;Alm. Salg;800000;5263;04-12-2013
8897;Alm. Salg;1172110;6440;25-11-1997
8898;Alm. Salg;1375000;12500;30-09-2010
8899;Alm. Salg;835000;13253;26-06-2009
8900;Alm. Salg;1495000;9285;27-03-2008
8901;;620000;7654;30-07-2004
8902;Alm. Salg;3875000;17376;25-06-2012
8903;Alm. Salg;1990000;13630;15-06-2012
8904;Fam. Salg;770000;5833;18-11-2004
8905;Alm. Salg;525000;0;18-12-2007
8906;Alm. Salg;305203;4624;30-01-1998
8907;Alm. Salg;1100000;11956;23-03-2010
8908;Alm. Salg;1798000;12148;02-04-2012
8909;Fam. Salg;318500;4900;27-09-2008
8910;Alm. Salg;370000;9487;15-04-2013
8911;Alm. Salg;1010000;10520;20-12-2005
8912;Alm. Salg;1735000;16523;14-07-2009
8913;Alm. Salg;1095000;6083;01-06-2001
8914;Alm. Salg;2270000;15547;13-08-2012
8915;Alm. Salg;145000;1115;28-03-2011
8916;Alm. Salg;700000;7526;26-10-2010
8917;Alm. Salg;750000;0;20-12-2006
8918;Alm. Salg;1296000;0;24-06-2000
8919;Alm. Salg;850000;5985;07-05-2009
8920;Alm. Salg;1095000;15869;21-02-2014
8921;Alm. Salg;1830000;12200;24-02-2003
8922;Alm. Salg;1800000;9183;07-12-2006
8923;Alm. Salg;1050000;6862;26-08-2002
8924;Alm. Salg;2500000;19083;21-10-2011
8925;Alm. Salg;890000;10853;18-03-2002
8926;Alm. Salg;654000;7975;12-05-1997
8927;Alm. Salg;3350000;23928;03-03-2008
8928;Alm. Salg;400000;0;28-10-1998
8929;Alm. Salg;525000;3947;10-08-1998
8930;;985000;14485;19-11-2005
8931;Alm. Salg;500000;0;18-02-1997
8932;Alm. Salg;1600000;15094;21-01-2010
8933;Alm. Salg;228000;3304;04-09-1997
8934;Alm. Salg;1615000;23071;15-04-2015
8935;Fam. Salg;187000;2149;18-08-1999
8936;Alm. Salg;340000;0;02-04-1998
8937;Alm. Salg;1138000;7902;03-05-2006
8938;Alm. Salg;695000;8081;27-01-2015
8939;Alm. Salg;1775000;11601;09-12-2013
8940;Alm. Salg;1015000;17203;15-06-2014
8941;Alm. Salg;488000;4477;30-09-1998
8942;Alm. Salg;1180000;17878;08-12-2010
8943;Alm. Salg;1385000;13190;12-10-2007
8944;Alm. Salg;1355120;5815;03-11-1997
8945;Alm. Salg;420000;0;26-06-2001
8946;;183260;1851;29-11-2012
8947;Alm. Salg;483500;4241;11-10-1996
8948;Alm. Salg;760000;8837;28-05-2014
8949;Alm. Salg;695000;5265;24-10-1994
8950;Alm. Salg;1337087;7684;13-01-1999
8951;Alm. Salg;150000;1034;01-09-1998
8952;Alm. Salg;2195000;13980;30-09-2013
8953;Alm. Salg;1445000;11942;06-04-2011
8954;Alm. Salg;1481055;10285;09-05-2005
8955;Alm. Salg;1170000;7647;27-02-2015
8956;Alm. Salg;655000;7197;13-05-2000
8957;Alm. Salg;1275000;17957;05-10-2009
8958;Alm. Salg;1060000;9137;29-06-2001
8959;Alm. Salg;1150000;6764;19-01-2009
8960;Alm. Salg;1225000;6586;17-02-2014
8961;Alm. Salg;1098000;7369;09-04-2001
8962;Alm. Salg;540000;3857;30-09-1997
8963;Alm. Salg;745000;7095;30-05-2001
8964;Alm. Salg;315000;4921;23-04-2004
8965;Alm. Salg;795000;5230;06-05-1992
8966;Alm. Salg;1360000;11239;17-12-2012
8967;Alm. Salg;119000;700;28-08-1995
8968;Fam. Salg;1530711;7466;11-11-2008
8969;Alm. Salg;1323398;16338;05-12-2014
8970;Alm. Salg;268200;1368;01-07-1999
8971;;485000;3592;18-03-1993
8972;Alm. Salg;410000;4059;06-05-2014
8973;Alm. Salg;370000;8409;24-05-2005
8974;Alm. Salg;175000;4375;08-07-2009
8975;;550000;3691;28-06-2002
8976;Alm. Salg;1165000;15743;14-11-2007
8977;Alm. Salg;1060000;5023;26-06-1996
8978;;75894;1946;12-04-2011
8979;Alm. Salg;772461;4625;12-03-2003
8980;Alm. Salg;1850000;11562;30-06-2015
8981;Alm. Salg;1055000;14066;04-12-2014
8982;Alm. Salg;1500000;15789;17-08-2015
8983;Alm. Salg;1380000;8165;19-03-1998
